qualify_id,race_id,driver_id,constructor_id,number,position,q1,q2,q3,q1_ms,q2_ms,q3_ms
1,18,1,1,22,1,1:26.572,1:25.187,1:26.714,86572.0,85187.0,86714.0
2,18,9,2,4,2,1:26.103,1:25.315,1:26.869,86103.0,85315.0,86869.0
3,18,5,1,23,3,1:25.664,1:25.452,1:27.079,85664.0,85452.0,87079.0
4,18,13,6,2,4,1:25.994,1:25.691,1:27.178,85994.0,85691.0,87178.0
5,18,2,2,3,5,1:25.960,1:25.518,1:27.236,85960.0,85518.0,87236.0
6,18,15,7,11,6,1:26.427,1:26.101,1:28.527,86426.0,86101.0,88527.0
7,18,3,3,7,7,1:26.295,1:26.059,1:28.687,86295.0,86059.0,88687.0
8,18,14,9,9,8,1:26.381,1:26.063,1:29.041,86381.0,86063.0,89041.0
9,18,10,7,12,9,1:26.919,1:26.164,1:29.593,86919.0,86164.0,89593.0
10,18,20,5,15,10,1:26.702,1:25.842,,86702.0,85842.0,
11,18,22,11,17,11,1:26.369,1:26.173,,86369.0,86173.0,
12,18,4,4,5,12,1:26.907,1:26.188,,86907.0,86188.0,
13,18,18,11,16,13,1:26.712,1:26.259,,86712.0,86259.0,
14,18,6,3,8,14,1:26.891,1:26.413,,86890.0,86413.0,
15,18,17,9,10,15,1:26.914,,,86914.0,,
16,18,8,6,1,16,1:26.140,,,86140.0,,
17,18,21,10,21,17,1:27.207,,,87207.0,,
18,18,7,5,14,18,1:27.446,,,87446.0,,
19,18,16,10,20,19,1:27.859,,,87859.0,,
20,18,11,8,18,20,1:28.208,,,88208.0,,
21,18,12,4,6,21,1:28.330,,,88330.0,,
22,18,19,8,19,22,1:29.059,,,89059.0,,
23,19,13,6,2,1,1:35.347,1:34.412,1:35.748,95347.0,94412.0,95747.0
24,19,8,6,1,2,1:35.645,1:34.188,1:36.230,95645.0,94188.0,96229.0
25,19,5,1,23,3,1:35.227,1:34.759,1:36.613,95227.0,94759.0,96613.0
26,19,1,1,22,4,1:35.392,1:34.627,1:36.709,95392.0,94627.0,96709.0
27,19,15,7,11,5,1:35.205,1:34.960,1:36.711,95205.0,94960.0,96711.0
28,19,9,2,4,6,1:35.794,1:34.811,1:36.727,95794.0,94811.0,96727.0
29,19,2,2,3,7,1:35.729,1:34.648,1:36.753,95729.0,94648.0,96753.0
30,19,17,9,10,8,1:35.440,1:34.967,1:37.009,95440.0,94967.0,97009.0
31,19,4,4,5,9,1:35.983,1:35.140,1:38.450,95983.0,95140.0,98450.0
32,19,10,7,12,10,1:35.891,1:35.000,1:39.656,95890.0,95000.0,99656.0
33,19,18,11,16,11,1:35.847,1:35.208,,95847.0,95208.0,
34,19,14,9,9,12,1:36.058,1:35.408,,96058.0,95408.0,
35,19,12,4,6,13,1:36.074,1:35.562,,96074.0,95562.0,
36,19,22,11,17,14,1:36.198,1:35.622,,96198.0,95622.0,
37,19,20,5,15,15,1:36.111,1:35.648,,96110.0,95648.0,
38,19,3,3,7,16,1:35.843,1:35.670,,95843.0,95670.0,
39,19,21,10,21,17,1:36.240,,,96240.0,,
40,19,6,3,8,18,1:36.388,,,96388.0,,
41,19,7,5,14,19,1:36.677,,,96676.0,,
42,19,11,8,18,20,1:37.087,,,97087.0,,
43,19,16,10,20,21,1:37.101,,,97101.0,,
44,19,19,8,19,22,1:37.481,,,97481.0,,
45,20,9,2,4,1,1:32.893,1:31.745,1:33.096,92893.0,91745.0,93096.0
46,20,13,6,2,2,1:31.937,1:31.188,1:33.123,91937.0,91188.0,93122.0
47,20,1,1,22,3,1:32.750,1:31.922,1:33.292,92750.0,91922.0,93292.0
48,20,8,6,1,4,1:32.652,1:31.933,1:33.418,92652.0,91933.0,93418.0
49,20,5,1,23,5,1:33.057,1:31.718,1:33.488,93057.0,91718.0,93488.0
50,20,2,2,3,6,1:33.137,1:31.909,1:33.737,93137.0,91908.0,93737.0
51,20,15,7,11,7,1:32.493,1:32.159,1:33.994,92493.0,92158.0,93994.0
52,20,3,3,7,8,1:32.903,1:32.185,1:34.015,92902.0,92185.0,94015.0
53,20,18,11,16,9,1:32.793,1:32.362,1:35.057,92793.0,92362.0,95057.0
54,20,4,4,5,10,1:32.947,1:32.345,1:35.115,92947.0,92345.0,95115.0
55,20,17,9,10,11,1:33.194,1:32.371,,93194.0,92371.0,
56,20,22,11,17,12,1:32.944,1:32.508,,92944.0,92508.0,
57,20,10,7,12,13,1:32.800,1:32.528,,92800.0,92527.0,
58,20,12,4,6,14,1:32.975,1:32.790,,92975.0,92789.0,
59,20,7,5,14,15,1:33.415,1:32.915,,93414.0,92914.0,
60,20,6,3,8,16,1:33.386,1:32.943,,93386.0,92943.0,
61,20,14,9,9,17,1:33.433,,,93433.0,,
62,20,21,10,21,18,1:33.501,,,93501.0,,
63,20,20,5,15,19,1:33.562,,,93562.0,,
64,20,16,10,20,20,1:33.845,,,93845.0,,
65,20,19,8,19,21,1:34.140,,,94140.0,,
66,20,11,8,18,22,1:35.725,,,95725.0,,
67,21,8,6,1,1,1:20.701,1:20.784,1:21.813,80701.0,80783.0,81813.0
68,21,4,4,5,2,1:21.347,1:20.804,1:21.904,81347.0,80804.0,81904.0
69,21,13,6,2,3,1:21.528,1:20.584,1:22.058,81527.0,80584.0,82058.0
70,21,9,2,4,4,1:21.423,1:20.597,1:22.065,81423.0,80597.0,82065.0
71,21,1,1,22,5,1:21.366,1:20.825,1:22.096,81366.0,80825.0,82096.0
72,21,5,1,23,6,1:21.430,1:20.817,1:22.231,81430.0,80817.0,82231.0
73,21,17,9,10,7,1:21.494,1:20.984,1:22.429,81494.0,80984.0,82429.0
74,21,15,7,11,8,1:21.158,1:20.907,1:22.529,81158.0,80907.0,82529.0
75,21,2,2,3,9,1:21.466,1:20.815,1:22.542,81466.0,80815.0,82542.0
76,21,12,4,6,10,1:21.409,1:20.894,1:22.699,81408.0,80894.0,82699.0
77,21,22,11,17,11,1:21.548,1:21.049,,81548.0,81049.0,
78,21,6,3,8,12,1:21.690,1:21.117,,81690.0,81117.0,
79,21,18,11,16,13,1:21.757,1:21.211,,81757.0,81211.0,
80,21,10,7,12,14,1:21.427,1:21.230,,81426.0,81230.0,
81,21,3,3,7,15,1:21.472,1:21.349,,81472.0,81349.0,
82,21,7,5,14,16,1:21.540,1:21.724,,81539.0,81724.0,
83,21,14,9,9,17,1:21.810,,,81810.0,,
84,21,20,5,15,18,1:22.108,,,82108.0,,
85,21,21,10,21,19,1:22.516,,,82515.0,,
86,21,16,10,20,20,1:23.224,,,83224.0,,
87,21,19,8,19,21,1:23.318,,,83318.0,,
88,21,11,8,18,22,1:23.496,,,83496.0,,
89,22,13,6,2,1,1:25.994,1:26.192,1:27.617,85994.0,86192.0,87617.0
90,22,5,1,23,2,1:26.736,1:26.290,1:27.808,86736.0,86289.0,87808.0
91,22,1,1,22,3,1:26.192,1:26.477,1:27.923,86192.0,86477.0,87923.0
92,22,8,6,1,4,1:26.457,1:26.050,1:27.936,86457.0,86050.0,87936.0
93,22,9,2,4,5,1:26.761,1:26.129,1:28.390,86761.0,86129.0,88390.0
94,22,17,9,10,6,1:26.773,1:26.466,1:28.417,86773.0,86466.0,88417.0
95,22,4,4,5,7,1:26.836,1:26.522,1:28.422,86836.0,86521.0,88422.0
96,22,15,7,11,8,1:26.695,1:26.822,1:28.836,86695.0,86822.0,88836.0
97,22,2,2,3,9,1:27.107,1:27.607,1:28.882,87107.0,87607.0,88882.0
98,22,14,9,9,10,1:26.939,1:26.520,1:29.959,86939.0,86520.0,89959.0
99,22,3,3,7,11,1:27.367,1:27.012,,87367.0,87012.0,
100,22,22,11,17,12,1:27.355,1:27.219,,87355.0,87219.0,
101,22,18,11,16,13,1:27.428,1:27.298,,87428.0,87298.0,
102,22,20,5,15,14,1:27.442,1:27.412,,87442.0,87412.0,
103,22,10,7,12,15,1:26.614,1:27.806,,86614.0,87806.0,
104,22,6,3,8,16,1:27.547,,,87547.0,,
105,22,12,4,6,17,1:27.568,,,87568.0,,
106,22,7,5,14,18,1:27.621,,,87621.0,,
107,22,21,10,21,19,1:27.807,,,87807.0,,
108,22,16,10,20,20,1:28.325,,,88325.0,,
109,23,13,6,2,1,1:15.190,1:15.110,1:15.787,75190.0,75110.0,75787.0
110,23,8,6,1,2,1:15.717,1:15.404,1:15.815,75717.0,75404.0,75815.0
111,23,1,1,22,3,1:15.582,1:15.322,1:15.839,75582.0,75322.0,75839.0
112,23,5,1,23,4,1:15.295,1:15.389,1:16.165,75295.0,75389.0,76164.0
113,23,9,2,4,5,1:15.977,1:15.483,1:16.171,75977.0,75483.0,76170.0
114,23,3,3,7,6,1:15.935,1:15.287,1:16.548,75935.0,75287.0,76548.0
115,23,4,4,5,7,1:16.646,1:15.827,1:16.852,76646.0,75827.0,76852.0
116,23,15,7,11,8,1:16.306,1:15.598,1:17.203,76306.0,75598.0,77203.0
117,23,17,9,10,9,1:16.074,1:15.745,1:17.343,76074.0,75745.0,77343.0
118,23,14,9,9,10,1:16.086,1:15.839,,76086.0,75839.0,
119,23,10,7,12,11,1:16.285,1:15.907,,76285.0,75907.0,
120,23,18,11,16,12,1:16.259,1:16.101,,76259.0,76101.0,
121,23,2,2,3,13,1:16.650,1:16.455,,76650.0,76455.0,
122,23,6,3,8,14,1:16.756,1:16.479,,76756.0,76479.0,
123,23,22,11,17,15,1:16.208,1:16.537,,76208.0,76537.0,
124,23,7,5,14,16,1:16.806,,,76806.0,,
125,23,12,4,6,17,1:16.933,,,76933.0,,
126,23,20,5,15,18,1:16.955,,,76955.0,,
127,23,16,10,20,19,1:17.225,,,77225.0,,
128,23,21,10,21,20,1:17.823,,,77823.0,,
129,24,1,1,22,1,1:16.909,1:17.034,1:17.886,76908.0,77033.0,77886.0
130,24,9,2,4,2,1:17.471,1:17.679,1:18.498,77471.0,77679.0,78498.0
131,24,8,6,1,3,1:17.301,1:17.364,1:18.735,77301.0,77364.0,78735.0
132,24,4,4,5,4,1:17.415,1:17.488,1:18.746,77414.0,77488.0,78746.0
133,24,3,3,7,5,1:17.991,1:17.891,1:18.844,77991.0,77890.0,78844.0
134,24,13,6,2,6,1:17.231,1:17.353,1:19.048,77231.0,77353.0,79048.0
135,24,5,1,23,7,1:17.287,1:17.684,1:19.089,77287.0,77684.0,79089.0
136,24,2,2,3,8,1:18.082,1:17.781,1:19.633,78082.0,77781.0,79633.0
137,24,22,11,17,9,1:18.256,1:18.020,1:20.848,78256.0,78020.0,80848.0
138,24,17,9,10,10,1:17.582,1:17.523,,77582.0,77523.0,
139,24,10,7,12,11,1:18.321,1:18.031,,78321.0,78031.0,
140,24,6,3,8,12,1:17.638,1:18.062,,77638.0,78062.0,
141,24,14,9,9,13,1:18.168,1:18.238,,78168.0,78238.0,
142,24,15,7,11,14,1:18.039,1:18.327,,78039.0,78327.0,
143,24,12,4,6,15,1:18.505,1:18.393,,78505.0,78393.0,
144,24,7,5,14,16,1:18.916,,,78916.0,,
145,24,16,10,20,17,1:19.108,,,79108.0,,
146,24,21,10,21,18,1:19.165,,,79164.0,,
147,24,18,11,16,19,1:23.565,,,83565.0,,
148,24,20,5,15,20,,,,,,
149,25,8,6,1,1,1:15.133,1:15.161,1:16.449,75133.0,75161.0,76449.0
150,25,13,6,2,2,1:15.024,1:15.041,1:16.490,75024.0,75041.0,76490.0
151,25,1,1,22,3,1:15.634,1:15.293,1:16.693,75634.0,75293.0,76693.0
152,25,4,4,5,4,1:15.754,1:15.483,1:16.840,75754.0,75483.0,76840.0
153,25,15,7,11,5,1:15.521,1:15.362,1:16.920,75521.0,75362.0,76920.0
154,25,5,1,23,6,1:15.965,1:15.639,1:16.944,75965.0,75639.0,76944.0
155,25,9,2,4,7,1:15.687,1:15.723,1:17.037,75687.0,75723.0,77037.0
156,25,17,9,10,8,1:16.020,1:15.488,1:17.233,76020.0,75488.0,77233.0
157,25,14,9,9,9,1:15.802,1:15.654,1:17.426,75801.0,75654.0,77426.0
158,25,10,7,12,10,1:15.727,1:15.558,1:17.596,75727.0,75558.0,77596.0
159,25,12,4,6,11,1:15.848,1:15.770,,75848.0,75770.0,
160,25,2,2,3,12,1:16.006,1:15.786,,76006.0,75786.0,
161,25,20,5,15,13,1:15.918,1:15.816,,75918.0,75816.0,
162,25,7,5,14,14,1:16.072,1:16.045,,76072.0,76045.0,
163,25,3,3,7,15,1:16.085,1:16.235,,76085.0,76235.0,
164,25,6,3,8,16,1:16.243,,,76243.0,,
165,25,18,11,16,17,1:16.306,,,76306.0,,
166,25,22,11,17,18,1:16.330,,,76330.0,,
167,25,21,10,21,19,1:16.971,,,76971.0,,
168,25,16,10,20,20,1:17.053,,,77053.0,,
169,26,5,1,23,1,1:19.957,1:19.597,1:21.049,79957.0,79597.0,81049.0
170,26,17,9,10,2,1:20.982,1:19.710,1:21.554,80982.0,79710.0,81554.0
171,26,8,6,1,3,1:20.370,1:19.971,1:21.706,80370.0,79971.0,81706.0
172,26,1,1,22,4,1:20.288,1:19.537,1:21.835,80288.0,79537.0,81835.0
173,26,2,2,3,5,1:21.022,1:19.802,1:21.873,81021.0,79801.0,81873.0
174,26,4,4,5,6,1:20.998,1:19.992,1:22.029,80998.0,79992.0,82029.0
175,26,12,4,6,7,1:20.818,1:20.115,1:22.491,80818.0,80115.0,82491.0
176,26,20,5,15,8,1:20.318,1:20.109,1:23.251,80318.0,80109.0,83251.0
177,26,13,6,2,9,1:20.676,1:20.086,1:23.305,80676.0,80086.0,83305.0
178,26,9,2,4,10,1:20.444,1:19.788,,80444.0,79788.0,
179,26,14,9,9,11,1:21.224,1:20.174,,81224.0,80174.0,
180,26,10,7,12,12,1:20.893,1:20.274,,80893.0,80274.0,
181,26,7,5,14,13,1:20.584,1:20.531,,80584.0,80531.0,
182,26,15,7,11,14,1:21.145,1:20.601,,81145.0,80601.0,
183,26,6,3,8,15,1:21.407,1:21.112,,81407.0,81112.0,
184,26,22,11,17,16,1:21.512,,,81512.0,,
185,26,18,11,16,17,1:21.631,,,81631.0,,
186,26,3,3,7,18,1:21.668,,,81668.0,,
187,26,16,10,20,19,1:21.786,,,81786.0,,
188,26,21,10,21,20,1:21.885,,,81885.0,,
189,27,1,1,22,1,1:15.218,1:14.603,1:15.666,75218.0,74603.0,75666.0
190,27,13,6,2,2,1:14.921,1:14.747,1:15.859,74920.0,74747.0,75859.0
191,27,5,1,23,3,1:15.476,1:14.855,1:16.143,75476.0,74855.0,76143.0
192,27,15,7,11,4,1:15.560,1:15.122,1:16.191,75560.0,75122.0,76191.0
193,27,4,4,5,5,1:15.917,1:14.943,1:16.385,75917.0,74943.0,76385.0
194,27,8,6,1,6,1:15.201,1:14.949,1:16.389,75201.0,74949.0,76389.0
195,27,9,2,4,7,1:15.985,1:15.109,1:16.521,75985.0,75109.0,76521.0
196,27,17,9,10,8,1:15.900,1:15.481,1:17.014,75900.0,75481.0,77014.0
197,27,20,5,15,9,1:15.532,1:15.420,1:17.244,75532.0,75420.0,77244.0
198,27,14,9,9,10,1:15.975,1:15.338,1:17.503,75975.0,75338.0,77503.0
199,27,10,7,12,11,1:15.560,1:15.508,,75560.0,75508.0,
200,27,2,2,3,12,1:15.596,1:15.581,,75596.0,75581.0,
201,27,3,3,7,13,1:15.863,1:15.633,,75863.0,75633.0,
202,27,18,11,16,14,1:15.993,1:15.701,,75993.0,75701.0,
203,27,7,5,14,15,1:15.927,1:15.858,,75926.0,75858.0,
204,27,6,3,8,16,1:16.083,,,76083.0,,
205,27,12,4,6,17,1:16.189,,,76189.0,,
206,27,22,11,17,18,1:16.246,,,76246.0,,
207,27,16,10,20,19,1:16.657,,,76657.0,,
208,27,21,10,21,20,1:16.963,,,76963.0,,
209,28,1,1,22,1,1:19.376,1:19.473,1:20.899,79376.0,79473.0,80899.0
210,28,5,1,23,2,1:19.945,1:19.480,1:21.140,79945.0,79480.0,81140.0
211,28,13,6,2,3,1:19.578,1:19.068,1:21.191,79578.0,79068.0,81191.0
212,28,9,2,4,4,1:20.053,1:19.776,1:21.281,80053.0,79776.0,81281.0
213,28,10,7,12,5,1:19.980,1:19.246,1:21.326,79980.0,79246.0,81326.0
214,28,8,6,1,6,1:20.006,1:19.546,1:21.516,80006.0,79545.0,81515.0
215,28,4,4,5,7,1:20.229,1:19.816,1:21.698,80229.0,79816.0,81698.0
216,28,17,9,10,8,1:20.073,1:20.046,1:21.732,80073.0,80045.0,81732.0
217,28,15,7,11,9,1:19.942,1:19.486,1:21.767,79942.0,79486.0,81767.0
218,28,12,4,6,10,1:20.583,1:20.131,1:22.371,80583.0,80131.0,82371.0
219,28,20,5,15,11,1:20.157,1:20.144,,80157.0,80144.0,
220,28,18,11,16,12,1:20.888,1:20.332,,80888.0,80332.0,
221,28,14,9,9,13,1:20.505,1:20.502,,80505.0,80502.0,
222,28,7,5,14,14,1:20.640,1:20.963,,80640.0,80963.0,
223,28,3,3,7,15,1:20.748,,,80748.0,,
224,28,2,2,3,16,1:21.045,,,81045.0,,
225,28,6,3,8,17,1:21.085,,,81085.0,,
226,28,22,11,17,18,1:21.332,,,81332.0,,
227,28,21,10,21,19,1:21.670,,,81670.0,,
228,28,16,10,20,20,1:22.113,,,82113.0,,
229,29,13,6,2,1,1:38.176,1:37.859,1:38.989,98176.0,97859.0,98989.0
230,29,1,1,22,2,1:38.464,1:37.954,1:39.199,98464.0,97954.0,99199.0
231,29,9,2,4,3,1:38.347,1:38.050,1:39.392,98347.0,98050.0,99392.0
232,29,8,6,1,4,1:38.703,1:38.229,1:39.488,98703.0,98229.0,99488.0
233,29,5,1,23,5,1:38.656,1:38.120,1:39.937,98656.0,98120.0,99937.0
234,29,20,5,15,6,1:38.141,1:37.842,1:40.142,98140.0,97842.0,100142.0
235,29,15,7,11,7,1:37.948,1:37.928,1:40.309,97948.0,97928.0,100309.0
236,29,2,2,3,8,1:38.738,1:37.859,1:40.631,98738.0,97859.0,100631.0
237,29,3,3,7,9,1:38.595,1:38.336,1:40.721,98595.0,98336.0,100721.0
238,29,7,5,14,10,1:38.622,1:38.417,1:40.750,98622.0,98417.0,100750.0
239,29,6,3,8,11,1:38.667,1:38.428,,98667.0,98428.0,
240,29,4,4,5,12,1:38.268,1:38.435,,98268.0,98435.0,
241,29,10,7,12,13,1:38.532,1:38.499,,98532.0,98499.0,
242,29,17,9,10,14,1:38.559,1:38.515,,98559.0,98515.0,
243,29,12,4,6,15,1:38.787,1:38.744,,98787.0,98744.0,
244,29,18,11,16,16,1:38.880,,,98880.0,,
245,29,14,9,9,17,1:39.235,,,99235.0,,
246,29,21,10,21,18,1:39.268,,,99268.0,,
247,29,22,11,17,19,1:39.811,,,99811.0,,
248,29,16,10,20,20,1:39.943,,,99943.0,,
249,30,1,1,22,1,1:46.887,1:46.088,1:47.338,106887.0,106088.0,107338.0
250,30,13,6,2,2,1:46.873,1:46.391,1:47.678,106872.0,106390.0,107678.0
251,30,5,1,23,3,1:46.812,1:46.037,1:47.815,106812.0,106037.0,107815.0
252,30,8,6,1,4,1:46.960,1:46.298,1:47.992,106960.0,106298.0,107991.0
253,30,2,2,3,5,1:47.419,1:46.311,1:48.315,107419.0,106311.0,108315.0
254,30,4,4,5,6,1:47.154,1:46.491,1:48.504,107154.0,106491.0,108503.0
255,30,17,9,10,7,1:47.270,1:46.814,1:48.736,107270.0,106814.0,108735.0
256,30,9,2,4,8,1:47.093,1:46.494,1:48.763,107093.0,106494.0,108763.0
257,30,7,5,14,9,1:46.777,1:46.544,1:48.951,106777.0,106544.0,108951.0
258,30,20,5,15,10,1:47.152,1:46.804,1:50.319,107152.0,106804.0,110319.0
259,30,15,7,11,11,1:47.400,1:46.949,,107400.0,106949.0,
260,30,12,4,6,12,1:47.052,1:46.965,,107051.0,106965.0,
261,30,10,7,12,13,1:47.359,1:46.995,,107359.0,106995.0,
262,30,14,9,9,14,1:47.132,1:47.018,,107132.0,107018.0,
263,30,3,3,7,15,1:47.503,1:47.429,,107503.0,107429.0,
264,30,22,11,17,16,1:48.153,,,108152.0,,
265,30,18,11,16,17,1:48.211,,,108211.0,,
266,30,16,10,20,18,1:48.226,,,108226.0,,
267,30,6,3,8,19,1:48.268,,,108268.0,,
268,30,21,10,21,20,1:48.447,,,108447.0,,
269,31,20,5,15,1,1:35.464,1:35.837,1:37.555,95464.0,95837.0,97555.0
270,31,5,1,23,2,1:35.214,1:35.843,1:37.631,95214.0,95843.0,97631.0
271,31,17,9,10,3,1:36.001,1:36.306,1:38.117,96001.0,96306.0,98116.0
272,31,7,5,14,4,1:35.543,1:36.175,1:38.445,95543.0,96175.0,98445.0
273,31,3,3,7,5,1:35.485,1:35.898,1:38.767,95485.0,95898.0,98767.0
274,31,13,6,2,6,1:35.536,1:36.676,1:38.894,95536.0,96676.0,98894.0
275,31,15,7,11,7,1:35.906,1:36.008,1:39.152,95906.0,96008.0,99152.0
276,31,4,4,5,8,1:36.297,1:36.518,1:39.751,96297.0,96518.0,99751.0
277,31,10,7,12,9,1:35.737,1:36.525,1:39.787,95737.0,96525.0,99787.0
278,31,2,2,3,10,1:35.709,1:36.626,1:39.906,95709.0,96626.0,99906.0
279,31,9,2,4,11,1:35.553,1:36.697,,95553.0,96697.0,
280,31,21,10,21,12,1:36.280,1:36.698,,96280.0,96698.0,
281,31,14,9,9,13,1:36.485,1:37.284,,96485.0,97283.0,
282,31,8,6,1,14,1:35.965,1:37.522,,95965.0,97521.0,
283,31,1,1,22,15,1:35.394,1:39.265,,95394.0,99265.0,
284,31,22,11,17,16,1:36.510,,,96509.0,,
285,31,12,4,6,17,1:36.630,,,96630.0,,
286,31,6,3,8,18,1:36.653,,,96652.0,,
287,31,18,11,16,19,1:37.006,,,97006.0,,
288,31,16,10,20,20,1:37.417,,,97417.0,,
289,32,13,6,2,1,1:44.519,1:44.014,1:44.801,104519.0,104014.0,104801.0
290,32,1,1,22,2,1:44.501,1:44.932,1:45.465,104501.0,104932.0,105465.0
291,32,8,6,1,3,1:44.282,1:44.232,1:45.617,104282.0,104232.0,105616.0
292,32,9,2,4,4,1:44.740,1:44.519,1:45.779,104740.0,104519.0,105779.0
293,32,5,1,23,5,1:44.311,1:44.207,1:45.873,104311.0,104207.0,105872.0
294,32,2,2,3,6,1:45.548,1:44.520,1:45.964,105548.0,104520.0,105964.0
295,32,20,5,15,7,1:45.042,1:44.261,1:46.244,105042.0,104261.0,106244.0
296,32,10,7,12,8,1:45.184,1:44.441,1:46.328,105184.0,104441.0,106328.0
297,32,3,3,7,9,1:45.103,1:44.429,1:46.611,105103.0,104429.0,106610.0
298,32,6,3,8,10,1:45.127,1:44.826,1:47.547,105127.0,104826.0,107547.0
299,32,15,7,11,11,1:45.642,1:45.038,,105642.0,105038.0,
300,32,18,11,16,12,1:45.660,1:45.133,,105660.0,105133.0,
301,32,17,9,10,13,1:45.493,1:45.212,,105493.0,105212.0,
302,32,14,9,9,14,1:46.028,1:45.298,,106027.0,105298.0,
303,32,4,4,5,15,1:44.971,,,104971.0,,
304,32,12,4,6,16,1:46.037,,,106037.0,,
305,32,7,5,14,17,1:46.389,,,106389.0,,
306,32,22,11,17,18,1:46.583,,,106583.0,,
307,32,16,10,20,19,1:47.940,,,107940.0,,
308,32,21,10,21,20,,,,,,
309,33,1,1,22,1,1:18.071,1:17.462,1:18.404,78071.0,77462.0,78404.0
310,33,8,6,1,2,1:18.160,1:17.733,1:18.644,78160.0,77733.0,78644.0
311,33,5,1,23,3,1:18.220,1:17.360,1:18.821,78220.0,77360.0,78821.0
312,33,4,4,5,4,1:18.290,1:17.871,1:18.852,78289.0,77871.0,78852.0
313,33,13,6,2,5,1:18.110,1:17.287,1:18.874,78110.0,77287.0,78874.0
314,33,9,2,4,6,1:18.684,1:17.931,1:18.979,78684.0,77931.0,78979.0
315,33,15,7,11,7,1:18.501,1:17.541,1:19.026,78501.0,77541.0,79026.0
316,33,10,7,12,8,1:17.945,1:17.670,1:19.118,77945.0,77670.0,79118.0
317,33,20,5,15,9,1:18.559,1:17.714,1:19.638,78559.0,77714.0,79638.0
318,33,7,5,14,10,1:18.593,1:18.102,1:20.167,78593.0,78102.0,80167.0
319,33,14,9,9,11,1:18.303,1:18.187,,78303.0,78187.0,
320,33,12,4,6,12,1:18.300,1:18.274,,78300.0,78274.0,
321,33,17,9,10,13,1:18.372,1:18.354,,78372.0,78354.0,
322,33,6,3,8,14,1:18.640,1:18.594,,78640.0,78594.0,
323,33,3,3,7,15,1:18.740,1:18.672,,78740.0,78672.0,
324,33,2,2,3,16,1:18.835,,,78835.0,,
325,33,22,11,17,17,1:18.882,,,78882.0,,
326,33,18,11,16,18,1:19.100,,,79100.0,,
327,33,16,10,20,19,1:19.163,,,79163.0,,
328,33,21,10,21,20,1:19.910,,,79910.0,,
329,34,1,1,22,1,1:35.566,1:34.947,1:36.303,95566.0,94947.0,96303.0
330,34,8,6,1,2,1:35.983,1:35.355,1:36.645,95983.0,95354.0,96645.0
331,34,13,6,2,3,1:35.971,1:35.135,1:36.889,95971.0,95134.0,96889.0
332,34,4,4,5,4,1:35.769,1:35.461,1:36.927,95769.0,95461.0,96926.0
333,34,5,1,23,5,1:35.623,1:35.216,1:36.930,95622.0,95216.0,96930.0
334,34,17,9,10,6,1:36.238,1:35.686,1:37.083,96238.0,95686.0,97083.0
335,34,2,2,3,7,1:36.224,1:35.403,1:37.201,96223.0,95402.0,97201.0
336,34,20,5,15,8,1:35.752,1:35.386,1:37.685,95752.0,95386.0,97685.0
337,34,15,7,11,9,1:36.104,1:35.715,1:37.934,96104.0,95715.0,97934.0
338,34,7,5,14,10,1:36.239,1:35.478,1:38.885,96239.0,95478.0,98884.0
339,34,12,4,6,11,1:36.029,1:35.722,,96029.0,95722.0,
340,34,9,2,4,12,1:36.503,1:35.814,,96503.0,95814.0,
341,34,10,7,12,13,1:36.210,1:35.937,,96210.0,95937.0,
342,34,22,11,17,14,1:36.640,1:36.079,,96640.0,96079.0,
343,34,3,3,7,15,1:36.434,1:36.210,,96434.0,96210.0,
344,34,14,9,9,16,1:36.731,,,96731.0,,
345,34,6,3,8,17,1:36.863,,,96863.0,,
346,34,18,11,16,18,1:37.053,,,97053.0,,
347,34,16,10,20,19,1:37.730,,,97729.0,,
348,34,21,10,21,20,1:37.739,,,97739.0,,
349,35,13,6,2,1,1:11.830,1:11.875,1:12.368,71830.0,71875.0,72368.0
350,35,15,7,11,2,1:12.226,1:12.107,1:12.737,72226.0,72107.0,72737.0
351,35,8,6,1,3,1:12.083,1:11.950,1:12.825,72083.0,71950.0,72825.0
352,35,1,1,22,4,1:12.213,1:11.856,1:12.830,72213.0,71856.0,72830.0
353,35,5,1,23,5,1:12.366,1:11.768,1:12.917,72366.0,71768.0,72917.0
354,35,4,4,5,6,1:12.214,1:12.090,1:12.967,72214.0,72090.0,72967.0
355,35,20,5,15,7,1:12.390,1:11.845,1:13.082,72390.0,71845.0,73082.0
356,35,2,2,3,8,1:12.371,1:12.026,1:13.297,72371.0,72026.0,73297.0
357,35,7,5,14,9,1:12.498,1:12.075,1:14.105,72498.0,72075.0,74105.0
358,35,10,7,12,10,1:12.223,1:11.909,1:14.230,72223.0,71909.0,74230.0
359,35,12,4,6,11,1:12.348,1:12.137,,72348.0,72137.0,
360,35,17,9,10,12,1:12.409,1:12.289,,72409.0,72289.0,
361,35,9,2,4,13,1:12.381,1:12.300,,72381.0,72300.0,
362,35,14,9,9,14,1:12.690,1:12.717,,72690.0,72717.0,
363,35,22,11,17,15,1:12.548,1:13.139,,72548.0,73139.0,
364,35,6,3,8,16,1:12.800,,,72800.0,,
365,35,18,11,16,17,1:12.810,,,72810.0,,
366,35,3,3,7,18,1:13.002,,,73002.0,,
367,35,21,10,21,19,1:13.426,,,73426.0,,
368,35,16,10,20,20,1:13.508,,,73508.0,,
